zpid,price,street,city,state,zipcode,beds,baths,area,latitude,longitude,home_type,tax_assessed_value,lot_area_value,days_on_zillow
27589752,359999,15035 Vistamont Dr,Houston,TX,77083,4.0,3.0,2299.0,29.680252,-95.652336,SINGLE_FAMILY,356603.0,9509.148,0
27822295,390000,3914 Lamar St,Houston,TX,77023,3.0,2.0,1464.0,29.74221,-95.33968,SINGLE_FAMILY,249521.0,5000.0,92
28025115,595000,4514 Nenana Dr,Houston,TX,77035,3.0,3.0,2622.0,29.670218,-95.45377,SINGLE_FAMILY,442244.0,10206.108,13
27787366,380000,3230 Bremond St,Houston,TX,77004,2.0,1.0,892.0,29.734856,-95.35354,MULTI_FAMILY,198098.0,5000.0,64
28042407,799995,7618 Highmeadow Dr,Houston,TX,77063,3.0,3.0,2527.0,29.734934,-95.50382,SINGLE_FAMILY,466634.0,9674.676,81
28347334,138000,2100 Tanglewilde St APT 211,Houston,TX,77063,1.0,2.0,1200.0,29.745657,-95.53538,CONDO,127466.0,12.0919,64
28545626,365000,8734 Backcove Ct,Houston,TX,77064,4.0,2.0,2223.0,29.89944,-95.553795,SINGLE_FAMILY,310931.0,6865.056,75
339422181,310000,2015 Brackenridge St #A,Houston,TX,77026,3.0,3.0,1620.0,29.78051,-95.34118,SINGLE_FAMILY,226003.0,2000.0,36
89636000,295000,1703 Macclesby Ln,Houston,TX,77049,4.0,3.0,2706.0,29.806694,-95.150024,SINGLE_FAMILY,322629.0,5501.628,23
28220582,205000,2815 Panagard Dr #38,Houston,TX,77082,2.0,3.0,1460.0,29.731213,-95.63253,CONDO,197316.0,1424.0,68
28004645,290000,6821 Concho St,Houston,TX,77074,4.0,2.0,1860.0,29.692638,-95.504395,SINGLE_FAMILY,267911.0,7871.292,60
28255374,265000,10114 Sagetrail Dr,Houston,TX,77089,3.0,2.0,1456.0,29.597418,-95.24153,SINGLE_FAMILY,241069.0,10436.976,1
27931250,329000,3200 Bellefontaine St APT 73,Houston,TX,77025,2.0,3.0,1376.0,29.703629,-95.429245,TOWNHOUSE,338250.0,1389.0,89
123236617,650000,13607 Kingston River Ln,Houston,TX,77044,5.0,5.0,4299.0,29.919155,-95.19344,SINGLE_FAMILY,610000.0,0.2913,29
28145507,214999,12103 Wessex Dr,Houston,TX,77089,3.0,2.0,1187.0,29.590332,-95.19314,SINGLE_FAMILY,222426.0,8799.12,46
28207230,485000,12123 Waldemar Dr,Houston,TX,77077,4.0,3.0,2504.0,29.744814,-95.59416,SINGLE_FAMILY,410717.0,7866.936,19
28216236,262000,10711 Sagebluff Dr,Houston,TX,77089,3.0,2.0,1939.0,29.59203,-95.23497,SINGLE_FAMILY,257109.0,7148.196,129
28298588,115000,1516 Bay Area Blvd APT E7,Houston,TX,77058,2.0,2.0,988.0,29.562155,-95.11461,CONDO,117383.0,7.7464,31
2054916230,398000,4012 Saint Peter Ln,Houston,TX,77045,3.0,3.0,1800.0,29.643976,-95.438095,SINGLE_FAMILY,19800.0,2576.0,25
28481147,214900,3284 Holly Hall St #3284,Houston,TX,77054,2.0,3.0,1600.0,29.686558,-95.380554,CONDO,203079.0,15.5427,96
28409784,195000,8299 Cambridge St APT 1003,Houston,TX,77054,3.0,3.0,1302.0,29.686844,-95.39513,CONDO,145767.0,1.2577,97
27855836,599000,9406 Intervale St,Houston,TX,77075,2.0,1.0,3456.0,29.637108,-95.24855,MULTI_FAMILY,338429.0,10000.0,119
27812445,175000,8110 Livingston St,Houston,TX,77051,2.0,1.0,773.0,29.673693,-95.37226,SINGLE_FAMILY,121881.0,5000.0,311
28259428,247000,5218 Wickview Ln,Houston,TX,77053,3.0,3.0,2148.0,29.599344,-95.460464,SINGLE_FAMILY,262828.0,6324.912,1
27760098,729900,301 W 17th St,Houston,TX,77008,3.0,2.0,1590.0,29.80112,-95.40159,SINGLE_FAMILY,614240.0,3711.312,97
28398968,210000,7826 Hillbarn Dr,Houston,TX,77040,2.0,2.0,1026.0,29.889666,-95.5207,SINGLE_FAMILY,218737.0,3001.284,5
27910712,1645000,1345 Chamboard Ln,Houston,TX,77018,4.0,5.0,4238.0,29.830044,-95.43444,SINGLE_FAMILY,481997.0,8398.368,119
28528991,499999,16803 Sandestine Dr,Houston,TX,77095,6.0,4.0,3864.0,29.899675,-95.67025,SINGLE_FAMILY,450096.0,0.2524,11
68421065,249000,1520 Kew Garden Dr,Houston,TX,77047,3.0,2.0,1608.0,29.627583,-95.393394,SINGLE_FAMILY,260932.0,4408.272,94
161385761,345000,14543 Gable Mountain Cir,Houston,TX,77090,4.0,3.0,2893.0,29.994783,-95.446,SINGLE_FAMILY,335285.0,7013.16,14
27959578,184997,9906 Gloyna St,Houston,TX,77088,3.0,2.0,768.0,29.88596,-95.455246,SINGLE_FAMILY,113291.0,4011.876,34
27816484,379997,524 N Jenkins St,Houston,TX,77003,3.0,2.0,1460.0,29.753277,-95.32735,SINGLE_FAMILY,222711.0,4451.832,25
27937963,179500,8157 Record St,Houston,TX,77028,3.0,1.0,1050.0,29.846981,-95.27765,SINGLE_FAMILY,176506.0,7200.468,130
126314526,354900,4910 Climbing Ivy Cir,Houston,TX,77084,4.0,3.0,3068.0,29.844164,-95.69571,SINGLE_FAMILY,363327.0,6246.504,56
28166008,239900,9807 Kindletree Cir,Houston,TX,77040,4.0,3.0,2186.0,29.883286,-95.500496,SINGLE_FAMILY,279165.0,10031.868,109
251267402,574000,13102 Twilight Cove Ct,Houston,TX,77044,5.0,5.0,4859.0,29.94461,-95.17396,SINGLE_FAMILY,607434.0,0.2855,74
27776754,235000,1310 Evelyn St,Houston,TX,77009,3.0,1.0,1272.0,29.802444,-95.35487,SINGLE_FAMILY,237373.0,6250.86,350
28054912,300000,6210 Guadalupe St,Houston,TX,77016,4.0,2.0,3305.0,29.883362,-95.29626,SINGLE_FAMILY,256596.0,6838.92,167
